Customer Id,Customer Fname,Customer Lname,Customer City,Customer State,Customer Country,Customer Segment,Customer Zipcode
97,Mary,Rhodes,Phoenix,AZ,EE. UU.,Corporate,85008
98,William,Smith,Caguas,PR,Puerto Rico,Consumer,725
99,Betty,Munoz,Las Vegas,NV,EE. UU.,Consumer,89123
100,George,Barrett,Caguas,PR,Puerto Rico,Consumer,725
101,Mary,Briggs,Dorchester Center,MA,EE. UU.,Corporate,2124
102,Gregory,Smith,Caguas,PR,Puerto Rico,Corporate,725
103,Mary,Williams,Broomfield,CO,EE. UU.,Corporate,80020
104,Debra,Wood,Saint Paul,MN,EE. UU.,Home Office,55112
105,Mary,Smith,Caguas,PR,Puerto Rico,Consumer,725
106,Lauren,Freeman,Napa,CA,EE. UU.,Corporate,94558
107,Mary,Weaver,Caguas,PR,Puerto Rico,Consumer,725
108,Joshua,Smith,Bronx,NY,EE. UU.,Consumer,10462
109,Mary,Thompson,Caguas,PR,Puerto Rico,Corporate,725
110,David,Miranda,Beaverton,OR,EE. UU.,Corporate,97006
111,Frank,Smith,Caguas,PR,Puerto Rico,Corporate,725
112,Mary,Daniels,Middletown,OH,EE. UU.,Consumer,45044
113,Patricia,Smith,Caguas,PR,Puerto Rico,Consumer,725
114,Alice,Warner,Bellflower,CA,EE. UU.,Home Office,90706
115,Mary,Smith,West Covina,CA,EE. UU.,Consumer,91790
116,John,Hill,Caguas,PR,Puerto Rico,Home Office,725
117,Mary,Smith,La Crosse,WI,EE. UU.,Consumer,54601
118,Katherine,Olson,Ogden,UT,EE. UU.,Consumer,84404
119,Mary,Rosario,Caguas,PR,Puerto Rico,Consumer,725
120,Nancy,Smith,Bronx,NY,EE. UU.,Consumer,10461
121,Mary,Yoder,Caguas,PR,Puerto Rico,Corporate,725
122,Karen,Smith,Cincinnati,OH,EE. UU.,Consumer,45238
123,Mary,Mann,Bend,OR,EE. UU.,Corporate,97701
124,Judy,Smith,Caguas,PR,Puerto Rico,Consumer,725
125,Mary,Gallagher,Oxnard,CA,EE. UU.,Consumer,93030
126,Austin,Smith,Amarillo,TX,EE. UU.,Home Office,79109
127,Mary,Martin,Caguas,PR,Puerto Rico,Home Office,725
128,Rose,Lopez,Augusta,GA,EE. UU.,Consumer,30906
129,Crystal,Smith,Caguas,PR,Puerto Rico,Home Office,725
130,Mary,Holland,Aurora,IL,EE. UU.,Home Office,60504
131,Brenda,Cline,Methuen,MA,EE. UU.,Consumer,1844
132,Eric,Smith,Caguas,PR,Puerto Rico,Corporate,725
133,Mary,Lopez,Brooklyn,NY,EE. UU.,Consumer,11219
134,Donna,Gomez,Brooklyn,NY,EE. UU.,Consumer,11224
135,Mary,Smith,Caguas,PR,Puerto Rico,Consumer,725
136,Ryan,Griffin,Lynn,MA,EE. UU.,Corporate,1902
137,Jonathan,Perkins,Broken Arrow,OK,EE. UU.,Consumer,74012
138,Mary,Dawson,Caguas,PR,Puerto Rico,Consumer,725
139,Daniel,Maxwell,San Diego,CA,EE. UU.,Home Office,92104
140,Amanda,Smith,Caguas,PR,Puerto Rico,Corporate,725
141,Mary,Mcmahon,Brooklyn,NY,EE. UU.,Consumer,11203
142,Heather,Smith,Opa Locka,FL,EE. UU.,Consumer,33055
143,Mary,Byrd,Caguas,PR,Puerto Rico,Corporate,725
144,David,Smith,Bronx,NY,EE. UU.,Corporate,10462
145,Joan,Walters,Dayton,OH,EE. UU.,Consumer,45424
146,Amber,Mercado,Caguas,PR,Puerto Rico,Home Office,725
147,Mary,Smith,Hanover,PA,EE. UU.,Home Office,17331
148,Stephanie,Richards,Caguas,PR,Puerto Rico,Consumer,725
149,Shirley,Mcclain,Colton,CA,EE. UU.,Home Office,92324
150,Mary,Smith,Union,NJ,EE. UU.,Corporate,7083
151,Lisa,Shaw,Richmond,TX,EE. UU.,Consumer,77469
152,Mary,Smith,Caguas,PR,Puerto Rico,Consumer,725
153,Andrew,Marshall,Hollywood,FL,EE. UU.,Home Office,33021
154,Emily,May,Brandon,FL,EE. UU.,Corporate,33511
155,Brittany,Juarez,Caguas,PR,Puerto Rico,Consumer,725
156,Mary,Smith,Los Angeles,CA,EE. UU.,Consumer,90001
157,Catherine,Chan,Citrus Heights,CA,EE. UU.,Corporate,95610
158,Mary,Smith,Caguas,PR,Puerto Rico,Corporate,725
159,John,Love,Corona,NY,EE. UU.,Corporate,11368
160,Ashley,Smith,Brooklyn,NY,EE. UU.,Home Office,11229
161,Mary,Smith,Hialeah,FL,EE. UU.,Corporate,33010
162,John,Garcia,Caguas,PR,Puerto Rico,Corporate,725
163,Austin,Diaz,Rio Rancho,NM,EE. UU.,Consumer,87124
164,Mary,Carlson,Caguas,PR,Puerto Rico,Consumer,725
165,Joseph,Ewing,Antioch,CA,EE. UU.,Consumer,94509
166,Steven,Smith,Florissant,MO,EE. UU.,Consumer,63031
167,Stephanie,Rodriguez,Columbus,OH,EE. UU.,Corporate,43228
168,Eric,Morris,Caguas,PR,Puerto Rico,Consumer,725
169,Debra,Mccarthy,Bronx,NY,EE. UU.,Corporate,10466
170,Mary,Smith,Broomfield,CO,EE. UU.,Corporate,80020
171,Evelyn,Potter,Caguas,PR,Puerto Rico,Consumer,725
172,Lauren,Rush,Chino,CA,EE. UU.,Home Office,91710
173,Jose,Smith,Lombard,IL,EE. UU.,Consumer,60148
174,Mary,Perez,Caguas,PR,Puerto Rico,Home Office,725
175,Ronald,Guzman,Los Angeles,CA,EE. UU.,Home Office,90042
176,Amy,Smith,Dundalk,MD,EE. UU.,Corporate,21222
177,Mary,Melendez,Caguas,PR,Puerto Rico,Consumer,725
179,Mary,Rodgers,Los Angeles,CA,EE. UU.,Consumer,90033
180,Juan,Smith,Caguas,PR,Puerto Rico,Corporate,725
181,Mary,Jones,Irwin,PA,EE. UU.,Home Office,15642
182,James,Ortiz,Caguas,PR,Puerto Rico,Consumer,725
183,Wayne,Smith,Hayward,CA,EE. UU.,Consumer,94541
184,Mary,Boyd,Lindenhurst,NY,EE. UU.,Consumer,11757
185,Deborah,Smith,Louisville,KY,EE. UU.,Consumer,40214
186,Diane,Jones,Caguas,PR,Puerto Rico,Home Office,725
187,Mildred,Herrera,Antioch,CA,EE. UU.,Consumer,94509
188,Mary,Smith,Los Angeles,CA,EE. UU.,Consumer,90019
189,Angela,Peterson,San Marcos,TX,EE. UU.,Corporate,78666
190,Mary,Hayes,Caguas,PR,Puerto Rico,Corporate,725
191,Victoria,Smith,Portland,OR,EE. UU.,Home Office,97206
192,Mary,Hall,Caguas,PR,Puerto Rico,Home Office,725
193,Melissa,Flores,Gaithersburg,MD,EE. UU.,Corporate,20878
194,Mary,Bates,Caguas,PR,Puerto Rico,Consumer,725
195,Richard,Smith,Modesto,CA,EE. UU.,Corporate,95350
196,Thomas,Watson,Dearborn,MI,EE. UU.,Home Office,48126
197,Ruth,Smith,Caguas,PR,Puerto Rico,Consumer,725
198,Mary,Joseph,Lancaster,PA,EE. UU.,Home Office,17601
199,Cynthia,Horn,Caguas,PR,Puerto Rico,Home Office,725
200,Keith,Smith,Lynn,MA,EE. UU.,Consumer,1902
201,Mary,Grimes,Jacksonville,FL,EE. UU.,Consumer,32244
202,Sharon,Smith,Caguas,PR,Puerto Rico,Home Office,725
203,Madison,Blankenship,Phoenix,AZ,EE. UU.,Home Office,85033
204,Mary,Smith,Las Vegas,NV,EE. UU.,Consumer,89123
205,Ryan,Garcia,Caguas,PR,Puerto Rico,Corporate,725
206,Mary,West,Pompano Beach,FL,EE. UU.,Consumer,33068
207,Jose,Powers,Caguas,PR,Puerto Rico,Corporate,725
208,Mary,Smith,Bayamon,PR,Puerto Rico,Home Office,957
209,Thomas,Moore,Fort Worth,TX,EE. UU.,Consumer,76133
210,Jonathan,Burns,Caguas,PR,Puerto Rico,Corporate,725
211,Mary,Smith,Lawrenceville,GA,EE. UU.,Corporate,30043
212,Roger,Johnson,South Ozone Park,NY,EE. UU.,Consumer,11420
213,Mary,Mclaughlin,Enfield,CT,EE. UU.,Corporate,6082
214,Lauren,Booth,Caguas,PR,Puerto Rico,Home Office,725
215,Mary,Smith,Flushing,NY,EE. UU.,Home Office,11354
216,Martha,Davis,Visalia,CA,EE. UU.,Home Office,93277
217,Mary,Hughes,Caguas,PR,Puerto Rico,Corporate,725
218,Charles,Tyler,La Puente,CA,EE. UU.,Consumer,91744
220,Janet,Smith,Salinas,CA,EE. UU.,Consumer,93906
221,Mary,Cox,Columbus,OH,EE. UU.,Consumer,43230
222,Frank,Ruiz,Carol Stream,IL,EE. UU.,Corporate,60188
223,Ralph,Smith,Caguas,PR,Puerto Rico,Home Office,725
224,Mary,Hernandez,Wheeling,WV,EE. UU.,Corporate,26003
225,Megan,Watson,Caguas,PR,Puerto Rico,Corporate,725
226,Rose,Sanders,Oxnard,CA,EE. UU.,Consumer,93030
227,Mary,Smith,Tempe,AZ,EE. UU.,Home Office,85283
228,Jessica,Clark,Caguas,PR,Puerto Rico,Consumer,725
229,Mary,Garrett,Jacksonville,FL,EE. UU.,Consumer,32225
230,Kimberly,Smith,Caguas,PR,Puerto Rico,Consumer,725
231,Mary,Conner,Wyoming,MI,EE. UU.,Consumer,49509
232,Gloria,Bean,Caguas,PR,Puerto Rico,Corporate,725
233,Hannah,Smith,Glendale,AZ,EE. UU.,Corporate,85301
234,Mary,Giles,Miami,FL,EE. UU.,Consumer,33157
235,David,Smith,Piscataway,NJ,EE. UU.,Consumer,8854
236,Ashley,Clark,Caguas,PR,Puerto Rico,Home Office,725
237,Mary,Smith,San Jose,CA,EE. UU.,Consumer,95148
238,Charles,Turner,Caguas,PR,Puerto Rico,Corporate,725
239,Mary,Simpson,Mcallen,TX,EE. UU.,Corporate,78501
240,David,Smith,Caguas,PR,Puerto Rico,Consumer,725
241,Janet,Carter,Hamilton,OH,EE. UU.,Corporate,45013
242,Mary,Stein,Mililani,HI,EE. UU.,Corporate,96789
243,Deborah,Smith,Caguas,PR,Puerto Rico,Consumer,725
244,Mary,Hutchinson,Long Beach,CA,EE. UU.,Home Office,90805
245,Deborah,Smith,Yonkers,NY,EE. UU.,Consumer,10701
246,Mary,Wood,Oak Lawn,IL,EE. UU.,Consumer,60453
247,Angela,Smith,Caguas,PR,Puerto Rico,Consumer,725
248,Christina,Walsh,Houston,TX,EE. UU.,Corporate,77083
249,Mary,Randolph,Portland,OR,EE. UU.,Consumer,97206
250,Julie,Smith,Caguas,PR,Puerto Rico,Consumer,725
251,Kelly,Adams,Saint Paul,MN,EE. UU.,Corporate,55112
252,Mary,Frazier,Richardson,TX,EE. UU.,Corporate,75080
253,Nancy,Smith,Caguas,PR,Puerto Rico,Consumer,725
254,Diana,Hale,San Antonio,TX,EE. UU.,Consumer,78223
255,Mary,Smith,Caguas,PR,Puerto Rico,Corporate,725
256,David,Rodriguez,Chicago,IL,EE. UU.,Consumer,60625
257,Mary,Harrison,Humacao,PR,Puerto Rico,Consumer,791
258,Aaron,Kennedy,Philadelphia,PA,EE. UU.,Corporate,19131
259,Mary,Bates,Caguas,PR,Puerto Rico,Consumer,725
260,Kenneth,Smith,North Hollywood,CA,EE. UU.,Corporate,91605
261,Mary,Parker,Cerritos,CA,EE. UU.,Corporate,90703
262,Mary,Morgan,Chicago,IL,EE. UU.,Home Office,60621
263,Margaret,Bradley,Caguas,PR,Puerto Rico,Consumer,725
264,Mary,Smith,Goleta,CA,EE. UU.,Corporate,93117
265,Michelle,Solis,Dubuque,IA,EE. UU.,Home Office,52001
266,Mary,Knapp,Caguas,PR,Puerto Rico,Corporate,725
267,Richard,Smith,Columbus,OH,EE. UU.,Consumer,43229
268,Mary,Miller,Caguas,PR,Puerto Rico,Home Office,725
269,Jeffrey,Simon,Chicago,IL,EE. UU.,Consumer,60609
270,Janet,Smith,Caguas,PR,Puerto Rico,Consumer,725
271,Justin,White,Fremont,CA,EE. UU.,Corporate,94538
272,Mary,Long,Caguas,PR,Puerto Rico,Corporate,725
273,Benjamin,Smith,Jamaica,NY,EE. UU.,Corporate,11435
274,Mary,Moyer,San Antonio,TX,EE. UU.,Consumer,78240
275,Robert,Smith,Caguas,PR,Puerto Rico,Consumer,725
276,Christina,Wright,West Covina,CA,EE. UU.,Corporate,91790
277,Roger,Hunt,Caguas,PR,Puerto Rico,Corporate,725
278,Mary,Graves,Brooklyn,NY,EE. UU.,Consumer,11214
279,Anna,Smith,Bayamon,PR,Puerto Rico,Consumer,957
280,Mary,Ortiz,Caguas,PR,Puerto Rico,Corporate,725
281,Stephanie,Smith,Juana Diaz,PR,Puerto Rico,Corporate,795
282,Zachary,Pugh,Caguas,PR,Puerto Rico,Home Office,725
283,Mary,Smith,Wilmington,CA,EE. UU.,Consumer,90744
284,John,Harrington,Caguas,PR,Puerto Rico,Consumer,725
285,Shirley,Smith,Lancaster,CA,EE. UU.,Consumer,93535
286,Mary,Baker,Santa Cruz,CA,EE. UU.,Corporate,95060
287,Andrew,Salazar,Caguas,PR,Puerto Rico,Consumer,725
288,Judith,Smith,San Juan,PR,Puerto Rico,Consumer,921
289,Diana,Richards,Morristown,NJ,EE. UU.,Corporate,7960
290,Mary,Garza,Caguas,PR,Puerto Rico,Consumer,725
291,John,Smith,Bristol,CT,EE. UU.,Corporate,6010
292,Mary,Estrada,Columbus,OH,EE. UU.,Home Office,43207
293,Christopher,Prince,Caguas,PR,Puerto Rico,Corporate,725
294,Mary,Smith,Newark,DE,EE. UU.,Consumer,19711
295,Julie,Tanner,Caguas,PR,Puerto Rico,Home Office,725
296,Mary,Mullen,Detroit,MI,EE. UU.,Corporate,48213
297,Catherine,Smith,Caguas,PR,Puerto Rico,Corporate,725
298,Mary,Logan,Chicago,IL,EE. UU.,Corporate,60623
299,Katherine,Smith,Troy,MI,EE. UU.,Consumer,48098
300,Mary,Key,Plano,TX,EE. UU.,Consumer,75093
301,Arthur,Smith,Caguas,PR,Puerto Rico,Home Office,725
302,Mary,Nguyen,Fullerton,CA,EE. UU.,Corporate,92833
303,Thomas,Rowe,Caguas,PR,Puerto Rico,Consumer,725
304,Christopher,Smith,New Haven,CT,EE. UU.,Home Office,6511
305,Mary,Lawrence,Caguas,PR,Puerto Rico,Consumer,725
306,Alan,Boyle,Phoenix,AZ,EE. UU.,Home Office,85032
307,Mary,Smith,Baltimore,MD,EE. UU.,Consumer,21206
308,Alan,Berger,South Ozone Park,NY,EE. UU.,Home Office,11420
309,Phillip,Smith,Caguas,PR,Puerto Rico,Corporate,725
310,Mary,Fox,York,PA,EE. UU.,Corporate,17404
311,Michael,Townsend,Austin,TX,EE. UU.,Home Office,78753
312,Jack,Smith,Houston,TX,EE. UU.,Consumer,77055
313,Mary,Stark,Caguas,PR,Puerto Rico,Consumer,725
314,Maria,Smith,Milwaukee,WI,EE. UU.,Consumer,53215
315,Danielle,Hampton,Modesto,CA,EE. UU.,Home Office,95350
316,Mary,Smith,Caguas,PR,Puerto Rico,Consumer,725
317,Deborah,Salazar,Wayne,NJ,EE. UU.,Consumer,7470
318,Samantha,Smith,Caguas,PR,Puerto Rico,Consumer,725
319,Arthur,Brown,Chicago,IL,EE. UU.,Corporate,60623
320,Mary,Brooks,Chicago,IL,EE. UU.,Consumer,60617
321,David,Smith,Ann Arbor,MI,EE. UU.,Consumer,48103
322,Barbara,Kemp,Caguas,PR,Puerto Rico,Consumer,725
323,Joshua,Smith,New York,NY,EE. UU.,Consumer,10025
324,Jean,Clay,Pico Rivera,CA,EE. UU.,Corporate,90660
325,Mary,Smith,Washington,DC,EE. UU.,Corporate,20019
326,Shirley,Stafford,Caguas,PR,Puerto Rico,Consumer,725
327,Mary,Smith,Carrollton,TX,EE. UU.,Consumer,75007
328,William,Morrison,Caguas,PR,Puerto Rico,Consumer,725
329,Samantha,Higgins,Miami,FL,EE. UU.,Consumer,33125
330,Mary,Smith,Caguas,PR,Puerto Rico,Corporate,725
331,Alexander,Russell,Tempe,AZ,EE. UU.,Home Office,85281
332,Mary,Smith,Placentia,CA,EE. UU.,Consumer,92870
333,Elizabeth,Ferguson,Caguas,PR,Puerto Rico,Consumer,725
334,Kathleen,Oconnor,Tracy,CA,EE. UU.,Consumer,95376
335,Mary,Smith,Caguas,PR,Puerto Rico,Consumer,725
336,Ruth,Armstrong,New York,NY,EE. UU.,Consumer,10029
337,Mary,Neal,New Haven,CT,EE. UU.,Corporate,6511
338,Ryan,Smith,Caguas,PR,Puerto Rico,Consumer,725
340,Theresa,Wiggins,Denton,TX,EE. UU.,Consumer,76201
341,Mary,Smith,Carlsbad,CA,EE. UU.,Consumer,92009
342,Jerry,Jackson,Caguas,PR,Puerto Rico,Home Office,725
343,Douglas,Joseph,San Antonio,TX,EE. UU.,Corporate,78227
344,Mary,Smith,Caguas,PR,Puerto Rico,Consumer,725
345,John,Howard,Chicago,IL,EE. UU.,Corporate,60638
346,Edward,Stephens,Caguas,PR,Puerto Rico,Consumer,725
347,Bryan,Marsh,Dallas,TX,EE. UU.,Home Office,75287
348,Mary,Smith,Caguas,PR,Puerto Rico,Home Office,725
349,Aaron,Berger,Florissant,MO,EE. UU.,Consumer,63031
350,Mary,Smith,Caguas,PR,Puerto Rico,Consumer,725
351,John,Singh,Stockton,CA,EE. UU.,Corporate,95206
352,Gregory,Smith,Caguas,PR,Puerto Rico,Home Office,725
353,Mary,Smith,San Antonio,TX,EE. UU.,Home Office,78223
354,Edward,Peterson,Caguas,PR,Puerto Rico,Home Office,725
355,Katherine,Barker,Carmichael,CA,EE. UU.,Consumer,95608
356,Roger,Smith,Catonsville,MD,EE. UU.,Consumer,21228
357,Mary,King,Caguas,PR,Puerto Rico,Home Office,725
358,Megan,Lynch,San Antonio,TX,EE. UU.,Consumer,78227
359,Mary,Pena,Caguas,PR,Puerto Rico,Consumer,725
361,Alexander,Shaw,Caguas,PR,Puerto Rico,Consumer,725
362,Mary,Smith,Diamond Bar,CA,EE. UU.,Corporate,91765
363,Jennifer,Obrien,Caguas,PR,Puerto Rico,Consumer,725
364,Jason,Mcmahon,Tulare,CA,EE. UU.,Home Office,93274
365,Shirley,Smith,Garden Grove,CA,EE. UU.,Consumer,92843
366,Larry,Williamson,Caguas,PR,Puerto Rico,Corporate,725
367,Mary,Smith,San Francisco,CA,EE. UU.,Corporate,94109
368,Pamela,Flores,Caguas,PR,Puerto Rico,Corporate,725
369,Madison,Sheppard,Chicago,IL,EE. UU.,Corporate,60624
370,Mary,Smith,Caguas,PR,Puerto Rico,Consumer,725
371,Adam,Marquez,San Antonio,TX,EE. UU.,Corporate,78223
372,Mary,Smith,Caguas,PR,Puerto Rico,Home Office,725
373,George,Sandoval,Union City,NJ,EE. UU.,Consumer,7087
374,Mary,Camacho,Mesa,AZ,EE. UU.,Home Office,85204
375,Mark,Smith,Dallas,TX,EE. UU.,Home Office,75220
376,Grace,Sanchez,Caguas,PR,Puerto Rico,Home Office,725
377,Mary,Smith,Lancaster,CA,EE. UU.,Consumer,93535
378,John,Stewart,Roswell,GA,EE. UU.,Home Office,30075
379,David,Briggs,Wyandotte,MI,EE. UU.,Home Office,48192
380,Linda,Smith,Caguas,PR,Puerto Rico,Corporate,725
381,Katherine,Moore,Fairfield,OH,EE. UU.,Consumer,45014
382,Mary,Lane,Caguas,PR,Puerto Rico,Consumer,725
383,Evelyn,Smith,Huntington Beach,CA,EE. UU.,Corporate,92646
384,Mildred,Cunningham,Las Vegas,NV,EE. UU.,Consumer,89119
385,Mary,Smith,Caguas,PR,Puerto Rico,Consumer,725
386,Janet,Wallace,Richmond,TX,EE. UU.,Consumer,77469
387,Mary,Levy,Caguas,PR,Puerto Rico,Consumer,725
388,Robert,Smith,Los Angeles,CA,EE. UU.,Consumer,90046
389,Angela,Sanford,Modesto,CA,EE. UU.,Consumer,95351
390,Mary,Smith,Caguas,PR,Puerto Rico,Home Office,725
391,Gloria,Greene,Saginaw,MI,EE. UU.,Consumer,48601
392,Beverly,Hanson,Doylestown,PA,EE. UU.,Consumer,18901
393,Mary,Chambers,Caguas,PR,Puerto Rico,Corporate,725
394,David,Smith,Lakewood,OH,EE. UU.,Consumer,44107
395,Edward,Castro,Revere,MA,EE. UU.,Home Office,2151
396,Deborah,Smith,Richmond,TX,EE. UU.,Consumer,77469
397,Mary,Delgado,Cumberland,MD,EE. UU.,Consumer,21502
398,Teresa,Smith,Caguas,PR,Puerto Rico,Corporate,725
399,Mary,Perez,Las Vegas,NV,EE. UU.,Consumer,89103
400,Matthew,Vaughan,Caguas,PR,Puerto Rico,Corporate,725
401,Bobby,Smith,Aurora,CO,EE. UU.,Consumer,80012
402,Mary,Brooks,Caguas,PR,Puerto Rico,Consumer,725
403,Nancy,Fox,Las Vegas,NV,EE. UU.,Consumer,89117
404,Mary,Adkins,Caguas,PR,Puerto Rico,Consumer,725
405,Kathleen,Smith,Fort Lauderdale,FL,EE. UU.,Corporate,33313
406,Grace,Patel,Asheboro,NC,EE. UU.,Corporate,27203
407,Mary,Fischer,Atlanta,GA,EE. UU.,Consumer,30331
408,Elizabeth,Raymond,Caguas,PR,Puerto Rico,Consumer,725
409,Kevin,Smith,Greensboro,NC,EE. UU.,Consumer,27406
410,Jack,Moore,Caguas,PR,Puerto Rico,Consumer,725
